lab_id_number,date_ordered,sample_name,ordered_by,notebook_page_number,srm_order_number,srm_sample_number,assay,tissue,tumor_type,species,failed,notes,extra_unnamed_col1,source_file,source_sheet
MDSEQ7034,45891,O18_3-46,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374015,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7035,45891,O18_3-48,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374016,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7036,45891,O18_3-50,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374017,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7037,45891,O18_3-93,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374018,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7038,45891,O18_3-95,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374019,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7039,45891,O18_3-97,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374020,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7040,45891,O18_3-99,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374021,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7041,45891,M8_3-98,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374022,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7042,45891,M8_4-2,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374023,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7043,45891,M8_4-4,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374024,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7044,45891,M8_4-6,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374025,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7045,45891,M8_3-67,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374026,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7046,45891,M8_3-69,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374027,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7047,45891,M8_4-8,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374028,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7048,45891,M8_3-71,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374029,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7049,45891,M8_3-73,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374030,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7050,45891,M8_3-75,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374031,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7051,45891,M8_4-10,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374032,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7052,45891,M8_4-12,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374033,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7053,45891,M8_4-14,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374034,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7054,45891,M8_4-20,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374035,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7055,45891,M8_4-22,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374036,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7056,45891,M8_4-24,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374037,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7057,45891,M8_4-26,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374038,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7058,45891,M8_3-77,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374039,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7059,45891,M8_3-79,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374040,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7060,45891,M8_3-81,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374041,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7061,45891,W4-3-71,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374042,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7062,45891,W4_3-73,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374043,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7063,45891,W4_3-75,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374044,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7064,45891,W4_3-77,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374045,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7065,45891,D2_3-88,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374046,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7066,45891,D2_3-67,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374047,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7067,45891,D2_3-69,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374048,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7068,45891,D2_3-71,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374049,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7069,45891,D2_3-73,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374050,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7070,45891,D2_3-75,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374051,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7071,45891,W4_3-12,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374052,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7072,45891,W4_3-14,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374053,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7073,45891,W4_3-20,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374054,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7074,45891,W4_3-63,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374055,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7075,45891,W4_3-65,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374056,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7076,45891,W4_3-67,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374057,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7077,45891,W4_3-69,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374058,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7078,45891,W4_3-22,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374059,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7079,45891,W4_3-24,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374060,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7080,45891,W4_3-26,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374061,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7081,45891,W4_3-28,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374062,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7082,45891,W4_3-30,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374063,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7083,45891,W4_3-32,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374064,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7084,45891,N11_3-76,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374065,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7085,45891,N11_3-78,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374066,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7086,45891,N11_3-80,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374067,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7087,45891,N11_3-82,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374068,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7088,45891,N11_3-84,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374069,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7089,45891,N11_3-47,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374070,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7090,45891,N11_3-89,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374071,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7091,45891,N11_3-51,Melody Allensworth,MERTK Genotyping Plate #110,859093,3374072,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7092,45891,W50_2-92,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374074,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7093,45891,W50_2-94,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374075,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7094,45891,W50_3-43,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374076,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7095,45891,W50_3-45,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374077,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7096,45891,W50_3-47,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374078,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7097,45891,W50_3-49,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374079,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7098,45891,A1_3-98,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374080,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7099,45891,WT,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374081,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7100,45891,A1_4-2,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374082,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7101,45891,A1-3-43,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374083,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7102,45891,A1_3-45,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374084,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7103,45891,A12_4-4,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374085,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7104,45891,A12_4-6,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374086,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7105,45891,A12_4-8,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374087,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7106,45891,A12_4-10,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374088,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7107,45891,A12_3-47,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374089,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7108,45891,A12_3-49,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374090,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7109,45891,A12_3-51,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374091,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7110,45891,C13_4-22,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374092,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7111,45891,C13_4-24,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374093,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7112,45891,C13_4-26,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374094,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7113,45891,C13_4-28,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374095,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7114,45891,C13_4-57,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374096,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7115,45891,C13_4-59,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374097,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7116,45891,M9_3-94,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374098,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7117,45891,M9_3-96,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374099,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7118,45891,M9_3-59,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374100,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7119,45891,M9_3-61,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374101,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7120,45891,M9_3-63,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374102,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7121,45891,M9_3-65,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374103,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7122,45891,E6_3-48,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374104,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7123,45891,E6_3-50,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374105,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7124,45891,E6_3-43,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374106,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7125,45891,E6_3-45,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374107,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7126,45891,E6_3-47,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374108,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7127,45891,E6_3-52,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374109,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7128,45891,E6_3-54,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374110,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7129,45891,E6_3-56,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374111,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7130,45891,E6_3-58,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374112,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7131,45891,E6_3-49,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374113,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7132,45891,E6_3-51,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374114,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7133,45891,W50_2-96,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374115,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7134,45891,W50_3-51,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374116,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7135,45891,W50_3-53,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374117,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7136,45891,W50_3-55,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374118,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7137,45891,W50_3-57,Melody Allensworth,MERTK Genotyping Plate #109,859095,3374119,Tagged Amplicon,NA,NA,Mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7138,45898,ATAC MAST394c SJNB030513_x1,Marybeth Lupo,ML6.25.2,859466,3375728,ATAC,tumor,neuroblastoma,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7139,45898,ATAC MAST97 SJNBL012407,Marybeth Lupo,ML6.25.2,859466,3375729,ATAC,tumor,neuroblastoma,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3759,45904,MAST 1218_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377509,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3760,45904,MAST 1128_1.1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377510,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3761,45904,MAST 1146_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377511,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3762,45904,MAST 1204_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377512,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3763,45904,MAST 1214_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377513,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3764,45904,MAST 1169_1.1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377514,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3765,45904,MAST 1172_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377515,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3766,45904,MAST 1166_1.1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377516,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3767,45904,MAST 1081_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377517,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3768,45904,MAST 449A_1.3,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377518,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3769,45904,MAST 449A_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377519,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3770,45904,MAST 1130_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377520,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3771,45904,MAST 1186_1.1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377521,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3772,45904,MAST 1176_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377522,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3773,45904,MAST 1083_1.4,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377523,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3774,45904,MAST 1053_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377524,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3775,45904,MAST 1171_1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377525,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3776,45904,MAST 1146_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377526,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3777,45904,MAST 1053_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377527,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3778,45904,MAST 1065A_1.1,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377528,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DY3779,45904,MAST 1173_1.2,Natalie Geiger,NM_9.25.21 Batch Validation#12,859911,3377529,Powerplex,O-PDX,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
