lab_id_number,date_ordered,sample_name,ordered_by,notebook_page_number,srm_order_number,srm_sample_number,assay,tissue,tumor_type,species,failed,notes,extra_unnamed_col1,source_file,source_sheet
MDSEQ7692,46042,T5 4-97,Everest Ouyang,NA,868323,3420404,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7693,46042,T5 4-99,Everest Ouyang,NA,868323,3420405,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7694,46042,T5 5-1,Everest Ouyang,NA,868323,3420406,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7695,46042,T5 4-36,Everest Ouyang,NA,868323,3420407,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7696,46042,T5 4-38,Everest Ouyang,NA,868323,3420408,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7697,46042,T5 4-40,Everest Ouyang,NA,868323,3420409,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7698,46042,T5 5-3,Everest Ouyang,NA,868323,3420410,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7699,46042,T5 5-5,Everest Ouyang,NA,868323,3420411,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7700,46042,T5 4-42,Everest Ouyang,NA,868323,3420412,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7701,46042,T5 4-44,Everest Ouyang,NA,868323,3420413,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7702,46042,T5 5-7,Everest Ouyang,NA,868323,3420414,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7703,46042,T5 5-9,Everest Ouyang,NA,868323,3420415,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7704,46042,T5 5-11,Everest Ouyang,NA,868323,3420416,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7705,46042,T5 5-13,Everest Ouyang,NA,868323,3420417,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7706,46042,T5 5-15,Everest Ouyang,NA,868323,3420418,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7707,46042,A12 3-71,Everest Ouyang,NA,868323,3420419,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7708,46042,A12 3-73,Everest Ouyang,NA,868323,3420420,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7709,46042,A12 4-58,Everest Ouyang,NA,868323,3420421,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7710,46042,A12 4-60,Everest Ouyang,NA,868323,3420422,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7711,46042,A12 3-75,Everest Ouyang,NA,868323,3420423,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7712,46042,A12 3-77,Everest Ouyang,NA,868323,3420424,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7713,46042,A12 3-79,Everest Ouyang,NA,868323,3420425,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7714,46042,A12 3-81,Everest Ouyang,NA,868323,3420426,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7715,46042,A12 4-62,Everest Ouyang,NA,868323,3420427,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7716,46042,A12 3-83,Everest Ouyang,NA,868323,3420428,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7717,46042,A12 3-85,Everest Ouyang,NA,868323,3420429,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7718,46042,N23 4-26,Everest Ouyang,NA,868323,3420430,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7719,46042,N23 4-28,Everest Ouyang,NA,868323,3420431,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7720,46042,N23 4-30,Everest Ouyang,NA,868323,3420432,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7721,46042,N23 4-32,Everest Ouyang,NA,868323,3420433,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7722,46042,N23 4-34,Everest Ouyang,NA,868323,3420434,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7723,46042,N23 3-99,Everest Ouyang,NA,868323,3420435,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7724,46042,N23 4-36,Everest Ouyang,NA,868323,3420436,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7725,46042,N23 4-38,Everest Ouyang,NA,868323,3420437,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7726,46042,N23 4-1,Everest Ouyang,NA,868323,3420438,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7727,46042,N23 4-3,Everest Ouyang,NA,868323,3420439,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7728,46042,N23 4-5,Everest Ouyang,NA,868323,3420440,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7729,46042,N23 4-7,Everest Ouyang,NA,868323,3420441,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7730,46042,N23 4-40,Everest Ouyang,NA,868323,3420442,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7731,46042,N23 4-42,Everest Ouyang,NA,868323,3420443,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7732,46042,N23 4-44,Everest Ouyang,NA,868323,3420444,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7733,46042,N23 4-46,Everest Ouyang,NA,868323,3420445,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7734,46042,N23 4-48,Everest Ouyang,NA,868323,3420446,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7735,46042,N23 4-50,Everest Ouyang,NA,868323,3420447,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7736,46042,N23 4-9,Everest Ouyang,NA,868323,3420448,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7737,46042,N23 4-11,Everest Ouyang,NA,868323,3420449,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7738,46042,EC1 4-2,Everest Ouyang,NA,868323,3420450,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7739,46042,EC1 4-4,Everest Ouyang,NA,868323,3420451,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7740,46042,EC1 4-1,Everest Ouyang,NA,868323,3420452,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7741,46042,EC1 4-3,Everest Ouyang,NA,868323,3420453,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7742,46042,EC1 4-5,Everest Ouyang,NA,868323,3420454,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7743,46042,EC1 4-7,Everest Ouyang,NA,868323,3420455,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7744,46042,EC1 4-9,Everest Ouyang,NA,868323,3420456,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7745,46042,WT,Everest Ouyang,NA,868323,3420457,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7746,46042,EC1 4-6,Everest Ouyang,NA,868323,3420458,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7747,46042,EC1 4-8,Everest Ouyang,NA,868323,3420459,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7748,46042,EC1 4-10,Everest Ouyang,NA,868323,3420460,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7749,46042,EC1 4-12,Everest Ouyang,NA,868323,3420461,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7750,46042,EC1 4-11,Everest Ouyang,NA,868323,3420462,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7751,46042,EC1 4-13,Everest Ouyang,NA,868323,3420463,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3982,46045,p2 Cebp D,Natalie Geiger,ML 2.24.13,868569,3423587,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3983,46045,p2 dnATF5,Natalie Geiger,ML 2.24.17,868569,3423588,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3984,46045,p2 ATF5+B,Natalie Geiger,ML 2.24.13,868569,3423589,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3985,46045,p2 ATF5+D,Natalie Geiger,ML 2.24.14,868569,3423590,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3986,46045,p2 Cebp B+D,Natalie Geiger,ML 2.24.14,868569,3423591,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3987,46045,p2 dnATF5+ATF5,Natalie Geiger,ML 2.24.17,868569,3423592,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3988,46045,p2 dnATF5+Cebp B,Natalie Geiger,ML 2.24.17,868569,3423593,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3989,46045,p2 dnATF5+Cebp D,Natalie Geiger,ML 2.24.17,868569,3423594,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3990,46045,p23 control,Natalie Geiger,ML 2.24.17,868569,3423595,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3991,46045,p23 ATF5,Natalie Geiger,ML 2.24.13,868569,3423596,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3992,46045,p23 Cebp B,Natalie Geiger,ML 2.24.13,868569,3423597,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3993,46045,p23 ATF5+Cebp B,Natalie Geiger,ML 2.24.17,868569,3423598,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3994,46045,p23 ATF5+Cebp D,Natalie Geiger,ML 2.24.19,868569,3423599,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3995,46045,p23 Cebp B+D,Natalie Geiger,ML 2.24.19,868569,3423600,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3996,46045,p23 dnATF5+ATF5,Natalie Geiger,ML 2.24.20,868569,3423601,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3997,46045,p23 dnATF5+Cebp B,Natalie Geiger,ML 2.24.20,868569,3423602,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3998,46045,p23 dnATF5+Cebp D,Natalie Geiger,ML 2.24.20,868569,3423603,RNAseq total straned,retina,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7752,46045,Prd 5-22,Everest Ouyang,NA,868563,3423548,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7753,46045,Prd 5-24,Everest Ouyang,NA,868563,3423549,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7754,46045,Prd 5-26,Everest Ouyang,NA,868563,3423550,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7755,46045,Prd 5-47,Everest Ouyang,NA,868563,3423551,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7756,46045,Prd 5-49,Everest Ouyang,NA,868563,3423552,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7757,46045,Prd 5-51,Everest Ouyang,NA,868563,3423553,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7758,46045,Prd 5-53,Everest Ouyang,NA,868563,3423554,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7759,46045,Prd 5-55,Everest Ouyang,NA,868563,3423555,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7760,46045,Prd 5-57,Everest Ouyang,NA,868563,3423556,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7761,46045,Prd 5-59,Everest Ouyang,NA,868563,3423557,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7762,46045,PrdxCxcr2 1-2,Everest Ouyang,NA,868563,3423558,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7763,46045,PrdxCxcr2 1-4,Everest Ouyang,NA,868563,3423559,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7764,46045,PrdxCxcr2 1-6,Everest Ouyang,NA,868563,3423560,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7765,46045,PrdxCxcr2 1-8,Everest Ouyang,NA,868563,3423561,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7766,46045,PrdxCxcr2 1-1,Everest Ouyang,NA,868563,3423562,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7767,46045,PrdxCxcr2 1-3,Everest Ouyang,NA,868563,3423563,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7768,46045,PrdxCxcr2 1-5,Everest Ouyang,NA,868563,3423564,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7769,46045,PrdxCxcr2 1-7,Everest Ouyang,NA,868563,3423565,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7770,46045,PrdxCxcr2 1-9,Everest Ouyang,NA,868563,3423566,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7771,46045,PrdxCxcr2 2-10,Everest Ouyang,NA,868563,3423567,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7772,46045,PrdxCxcr2 2-12,Everest Ouyang,NA,868563,3423568,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7773,46045,PrdxCxcr2 2-11,Everest Ouyang,NA,868563,3423569,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7774,46045,PrdxCxcr2 2-13,Everest Ouyang,NA,868563,3423570,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7775,46045,PrdxCxcr2 2-15,Everest Ouyang,NA,868563,3423571,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7776,46045,PrdxCxcr2 2-21,Everest Ouyang,NA,868563,3423572,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7777,46045,rd10 WT,Everest Ouyang,NA,868563,3423573,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7778,46045,PrdxCxcr2 3-14,Everest Ouyang,NA,868563,3423574,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7779,46045,PrdxCxcr2 3-20,Everest Ouyang,NA,868563,3423575,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7780,46045,PrdxCxcr2 3-22,Everest Ouyang,NA,868563,3423576,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7781,46045,PrdxCxcr2 3-24,Everest Ouyang,NA,868563,3423577,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7782,46045,PrdxCxcr2 3-26,Everest Ouyang,NA,868563,3423578,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7783,46045,PrdxCxcr2 3-23,Everest Ouyang,NA,868563,3423579,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7784,46045,PrdxCxcr2 3-25,Everest Ouyang,NA,868563,3423580,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7785,46045,PrdxCxcr2 3-27,Everest Ouyang,NA,868563,3423581,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE3999,46063,RPE Day 76 (from RPE 01.25.004),Madison Parks,MP 01.26.003,869394,3426752,RNAseq total straned,cells,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE4000,46063,RPE Day 85 (from Day 14 Media Test),Madison Parks,MP 01.26.003,869394,3426753,RNAseq total straned,cells,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
DYE4001,46063,RPE Day 93 (from Day 14 Media Test),Madison Parks,MP 01.26.003,869394,3426754,RNAseq total straned,cells,NA,human,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7786,46072,A12 4-64,Everest Ouyang,NA,870009,3429596,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7787,46072,A12 4-66,Everest Ouyang,NA,870009,3429597,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7788,46072,A12 3-87,Everest Ouyang,NA,870009,3429598,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7789,46072,A12 4-68,Everest Ouyang,NA,870009,3429599,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7790,46072,A12 4-70,Everest Ouyang,NA,870009,3429600,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7791,46072,A12 4-72,Everest Ouyang,NA,870009,3429601,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7792,46072,A12 3-89,Everest Ouyang,NA,870009,3429602,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7793,46072,A12 3-91,Everest Ouyang,NA,870009,3429603,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7794,46072,A12 4-74,Everest Ouyang,NA,870009,3429604,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7795,46072,A12 4-76,Everest Ouyang,NA,870009,3429605,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7796,46072,A12 4-78,Everest Ouyang,NA,870009,3429606,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7797,46072,A12 3-93,Everest Ouyang,NA,870009,3429607,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7798,46072,A12 3-95,Everest Ouyang,NA,870009,3429608,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7799,46072,A12 3-97,Everest Ouyang,NA,870009,3429609,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7800,46072,A12 3-8,Everest Ouyang,NA,870009,3429610,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7801,46072,T5 4-46,Everest Ouyang,NA,870009,3429611,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7802,46072,T5 5-21,Everest Ouyang,NA,870009,3429612,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7803,46072,T5 5-23,Everest Ouyang,NA,870009,3429613,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7804,46072,T5 4-48,Everest Ouyang,NA,870009,3429614,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7805,46072,T5 4-50,Everest Ouyang,NA,870009,3429615,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7806,46072,T5 5-52,Everest Ouyang,NA,870009,3429616,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7807,46072,T5 5-25,Everest Ouyang,NA,870009,3429617,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7808,46072,T5 5-27,Everest Ouyang,NA,870009,3429618,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7809,46072,T5 4-54,Everest Ouyang,NA,870009,3429619,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7810,46072,T5 4-56,Everest Ouyang,NA,870009,3429620,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7811,46072,T5 3-58,Everest Ouyang,NA,870009,3429621,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7812,46072,T5 5-29,Everest Ouyang,NA,870009,3429622,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7813,46072,T5 5-31,Everest Ouyang,NA,870009,3429623,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7814,46072,T5 5-33,Everest Ouyang,NA,870009,3429624,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
MDSEQ7815,46072,T5 4-60,Everest Ouyang,NA,870009,3429625,mi-seq,gDNA,NA,mouse,NA,NA,NA,HARTWELL_database_Master_2025_2026.xlsx,Sheet1
